channel_id,timeline_id,Item_Id,Date,title,Twitter_account,Tweet_Id,Twitter_link
435,684915,12594,10/23/16 14:44,NodeXL Graph Gallery: Graph Details,,,
435,684914,12594,10/23/16 14:44,Kenya: Driving citizen engagement through data-driven stories on health and development | ICFJ - International Center for Journalists,,,
435,605154,13130,9/22/16 20:50,Nation Media Group 404,,,
435,604474,13036,9/22/16 11:05,Retweet by Tim Wafula Wepukhulu,Wanameme,7.78957E+17,https://twitter.com/Wanameme/status/778957230787989504
435,604473,13035,9/22/16 11:05,Retweet by Tim Wafula Wepukhulu,Wanameme,7.78958E+17,https://twitter.com/Wanameme/status/778957584275501057
435,604244,13036,9/22/16 8:08,Tweet by KELIN,KELINKenya,7.78588E+17,https://twitter.com/KELINKenya/status/778588096321298436
435,604243,13036,9/22/16 8:08,Tweet by SEMA,thesexeducation,7.78588E+17,https://twitter.com/thesexeducation/status/778588096321363968
435,604242,13036,9/22/16 8:08,Tweet by Impact Africa,iAfricaPR,7.78588E+17,https://twitter.com/iAfricaPR/status/778588096354889730
435,604241,13036,9/22/16 8:08,Retweet by Allan Maleche,MalecheAllan,7.78666E+17,https://twitter.com/MalecheAllan/status/778665506752569345
435,603190,13035,9/21/16 17:02,Retweet by Allan Maleche,MalecheAllan,7.78665E+17,https://twitter.com/MalecheAllan/status/778665477430272001
435,601997,13035,9/21/16 5:04,Tweet by SEMA,thesexeducation,7.78512E+17,https://twitter.com/thesexeducation/status/778511614748131328
435,601996,13035,9/21/16 5:04,Tweet by Impact Africa,iAfricaPR,7.78512E+17,https://twitter.com/iAfricaPR/status/778511614756519936
435,601995,13035,9/21/16 5:04,Tweet by KELIN,KELINKenya,7.78512E+17,https://twitter.com/KELINKenya/status/778511616643969024
435,582971,13036,9/12/16 9:46,Retweet by Danson kimathi kioko,ghajeairhos,7.72693E+17,https://twitter.com/ghajeairhos/status/772692856821673984
435,582970,13036,9/12/16 9:46,Retweet by J-L Kayitenkore,Kayisa,7.72752E+17,https://twitter.com/Kayisa/status/772752308547555328
435,582969,13036,9/12/16 9:46,Retweet by Jackson,suddih__,7.72693E+17,https://twitter.com/suddih__/status/772693071020584960
