channel_id,timeline_id,Item_Id,Date,title,Twitter_account,Tweet_Id,Twitter_link
464,844530,13325,11/16/16 4:01,Tweet by Nelson Oluwabukola M,michaelrythms,7.97795E+17,https://twitter.com/michaelrythms/status/797795184234860544
464,645603,13325,10/14/16 11:40,Retweet by The Nation Nigeria,TheNationNews,7.86582E+17,https://twitter.com/TheNationNews/status/786581710590935040
464,645602,13325,10/14/16 11:39,Tweet by Fisayo Soyombo,fisayosoyombo,7.86949E+17,https://twitter.com/fisayosoyombo/status/786949313490477056
464,645601,13325,10/14/16 11:39,Tweet by Meekness Bolarinwa,Meeknessbol,7.86582E+17,https://twitter.com/Meeknessbol/status/786581615380234241
464,645600,13325,10/14/16 11:39,Tweet by Eyan Nigerian,Nigeria4U,7.86581E+17,https://twitter.com/Nigeria4U/status/786581129671217152
464,645599,13325,10/14/16 11:39,Tweet by The Nation Online,davidblawal,7.86581E+17,https://twitter.com/davidblawal/status/786581495280467968
464,645598,13325,10/14/16 11:39,Tweet by Nahax Ibraheem,nahax4real,7.86582E+17,https://twitter.com/nahax4real/status/786581876114808833
464,645597,13325,10/14/16 11:39,Tweet by Deji Sadiq,deji_of_lagos,7.86581E+17,https://twitter.com/deji_of_lagos/status/786581122847154176
464,645596,13325,10/14/16 11:39,Tweet by The Nation Online,davidblawal,7.86582E+17,https://twitter.com/davidblawal/status/786581615027904513
464,645595,13325,10/14/16 11:39,Tweet by Oyin Mabeko,kansola05,7.86652E+17,https://twitter.com/kansola05/status/786652039698849792
464,645594,13325,10/14/16 11:36,The Nation Reporter wins impactAFRICA data journalism grant - The Nation Nigeria,,,
