channel_id,timeline_id,Item_Id,Date,title,Twitter_account,Tweet_Id,Twitter_link
476,1220227,13534,2/24/17 3:36,Retweet by David Selassie Opoku,sdopoku,8.35037E+17,https://twitter.com/sdopoku/status/835036998683484161
476,1219407,13534,2/23/17 15:16,Tweet by The Engine Room,EngnRoom,8.34793E+17,https://twitter.com/EngnRoom/status/834792684078379011
476,1216461,13534,2/19/17 6:16,Tweet by Chris Roper,ChrisRoper,8.3179E+17,https://twitter.com/ChrisRoper/status/831790033883500546
476,1216460,13534,2/19/17 6:16,Tweet by Code For Africa,Code4Africa,8.3179E+17,https://twitter.com/Code4Africa/status/831790033979965441
476,1216459,13534,2/19/17 6:16,Tweet by Theresa Mallinson,tcmallinson,8.31843E+17,https://twitter.com/tcmallinson/status/831843253959979009
476,1216458,13534,2/19/17 6:16,Tweet by Linda Williams,bizdevmatch,8.3189E+17,https://twitter.com/bizdevmatch/status/831890444661452801
476,1216457,13534,2/19/17 6:16,Tweet by Jack Johnson,BreakIntoCoding,8.3189E+17,https://twitter.com/BreakIntoCoding/status/831890491683794947
476,1216456,13534,2/19/17 6:16,Tweet by Vets In Tech,vets4startups,8.3189E+17,https://twitter.com/vets4startups/status/831890494745620480
476,1216455,13534,2/19/17 6:16,Tweet by Mary Davis,devtechworld,8.3189E+17,https://twitter.com/devtechworld/status/831890498914750464
476,1216454,13534,2/19/17 6:16,Tweet by Lora Berlin,techieparents,8.31891E+17,https://twitter.com/techieparents/status/831890676304457729
476,1159802,13534,1/17/17 9:09,Tweet by Theresa Mallinson,tcmallinson,8.21309E+17,https://twitter.com/tcmallinson/status/821309297305022464
476,1129301,13534,1/10/17 21:21,Retweet by Chantal Botha,chantalbotha,8.18137E+17,https://twitter.com/chantalbotha/status/818136679773044736
476,1023778,13534,12/20/16 10:54,Tweet by Theresa Mallinson,tcmallinson,8.11162E+17,https://twitter.com/tcmallinson/status/811161809310941184
476,997999,13534,12/15/16 8:04,Retweet by OnaStories,OnaStories,8.07931E+17,https://twitter.com/OnaStories/status/807931428642127872
476,790986,13534,11/8/16 6:48,Tweet by Media Diversity,mdcafrica,7.95911E+17,https://twitter.com/mdcafrica/status/795911294213832704
476,781930,13534,11/6/16 19:15,Retweet by ICFJ Knight,ICFJKnight,7.95373E+17,https://twitter.com/ICFJKnight/status/795373442212233217
476,771536,13534,11/5/16 5:09,Tweet by Ashlin,AshlinSimpson,7.94814E+17,https://twitter.com/AshlinSimpson/status/794813902164987904
