channel_id,timeline_id,Item_Id,Date,title,Twitter_account,Tweet_Id,Twitter_link
504,1221196,14213,2/25/17 9:06,Tweet by Stella Rueda C,mendietapepita,8.34678E+17,https://twitter.com/mendietapepita/status/834677827324764160
504,1221195,14213,2/25/17 9:06,Retweet by Nicolas GWET,Nicolasgwet,8.34697E+17,https://twitter.com/Nicolasgwet/status/834696512236032000
504,1009868,14215,12/17/16 14:27,Retweet by Michelle October,ItsMishMash,8.10196E+17,https://twitter.com/ItsMishMash/status/810195628550746112
504,1008567,14215,12/17/16 8:12,Tweet by Michael Salzwedel,saltwag,8.10069E+17,https://twitter.com/saltwag/status/810069335217684480
504,1008566,14215,12/17/16 8:12,Tweet by Social Weaver,socialweaverZA,8.10069E+17,https://twitter.com/socialweaverZA/status/810069335280599040
504,1002733,14215,12/16/16 5:02,Retweet by Steve Kromberg,SteveKrom,8.09672E+17,https://twitter.com/SteveKrom/status/809672062704947200
504,1002730,14215,12/16/16 5:02,Tweet by Michael Salzwedel,saltwag,8.09693E+17,https://twitter.com/saltwag/status/809693222524092416
504,1002729,14215,12/16/16 5:02,Tweet by Social Weaver,socialweaverZA,8.09693E+17,https://twitter.com/socialweaverZA/status/809693222574362624
504,993983,14078,12/14/16 14:17,Retweet by Heather Robertson,changeroutes,8.08538E+17,https://twitter.com/changeroutes/status/808537677364678656
504,992405,14215,12/14/16 8:08,Retweet by Sbu_Maverick,BlaQ_Steez,8.08995E+17,https://twitter.com/BlaQ_Steez/status/808995335838302208
504,992404,14215,12/14/16 8:08,Retweet by Michael Salzwedel,saltwag,8.0898E+17,https://twitter.com/saltwag/status/808979752925200384
504,989628,14210,12/13/16 17:14,Tweet by Prodromos,ProdromosTech,8.08574E+17,https://twitter.com/ProdromosTech/status/808573699397943296
504,985490,14215,12/13/16 2:13,Retweet by Heather Robertson,changeroutes,8.08538E+17,https://twitter.com/changeroutes/status/808537677364678656
504,961958,14213,12/8/16 5:23,Tweet by Karen Taylor-Vermaak,curatormediaZA,8.0677E+17,https://twitter.com/curatormediaZA/status/806770213987315719
504,961956,14211,12/8/16 5:23,Tweet by Karen Taylor-Vermaak,curatormediaZA,8.06775E+17,https://twitter.com/curatormediaZA/status/806775459706851329
504,961955,14211,12/8/16 5:23,Retweet by Design ThoughtLeader,D_ThoughtLeader,8.06776E+17,https://twitter.com/D_ThoughtLeader/status/806776494835908609
504,958408,14211,12/7/16 11:28,Tweet by Steve Bryant,Steve_Bryant,8.06514E+17,https://twitter.com/Steve_Bryant/status/806514443064639492
504,956928,14213,12/7/16 8:44,Tweet by Jared,JCB_Gunner,8.06451E+17,https://twitter.com/JCB_Gunner/status/806451260962590721
504,956927,14213,12/7/16 8:44,Tweet by dank simone,thatkidSimy,8.06464E+17,https://twitter.com/thatkidSimy/status/806463769962565632
504,956926,14211,12/7/16 8:43,Tweet by Ryan Scott,PlanetPi,8.06441E+17,https://twitter.com/PlanetPi/status/806441184256266244
504,956925,14211,12/7/16 8:43,Tweet by sondise,quntathabisa,8.06465E+17,https://twitter.com/quntathabisa/status/806465116854222848
504,955013,14213,12/7/16 2:48,Tweet by Cameron,Cameronkk,8.06387E+17,https://twitter.com/Cameronkk/status/806387223209930752
504,954422,14213,12/6/16 23:51,Tweet by Jeremy Byren,jemb29,8.06336E+17,https://twitter.com/jemb29/status/806336126747344896
504,951228,14213,12/6/16 8:49,Retweet by Karola Finke,KF7,8.06129E+17,https://twitter.com/KF7/status/806128870881693696
504,950531,14213,12/6/16 5:49,Tweet by Luc,Luc_Yoram,8.06053E+17,https://twitter.com/Luc_Yoram/status/806053250998878208
504,947478,14213,12/5/16 14:46,Tweet by Damian Whatley,DamezGamez,8.05857E+17,https://twitter.com/DamezGamez/status/805856919881650176
504,946079,14212,12/5/16 8:46,Tweet by Paul-Louis Louw,PaulDaLouis,8.05731E+17,https://twitter.com/PaulDaLouis/status/805730710246068224
504,946078,14213,12/5/16 8:46,Tweet by Vucy,213549290_vucy,8.05729E+17,https://twitter.com/213549290_vucy/status/805728616130740224
504,945555,14211,12/5/16 5:45,Retweet by Wavescape,WavescapeSA,8.05694E+17,https://twitter.com/WavescapeSA/status/805693520254267393
504,944698,14211,12/5/16 2:44,Tweet by Toni Stohen,juschatagain,8.05657E+17,https://twitter.com/juschatagain/status/805656912821977088
504,943012,14211,12/4/16 17:48,Tweet by PACTonline - Bianca,PACTonline,8.05521E+17,https://twitter.com/PACTonline/status/805521218048839680
504,941185,14213,12/4/16 8:52,Tweet by Karen Verburgh,KarenVerburgh,8.05384E+17,https://twitter.com/KarenVerburgh/status/805383666180493312
504,938152,14210,12/3/16 17:50,Tweet by Koos F. Williams,OomFilamon,8.0461E+17,https://twitter.com/OomFilamon/status/804610355389464576
504,938151,14210,12/3/16 17:50,Tweet by Fellow Press,fellow_press,8.04612E+17,https://twitter.com/fellow_press/status/804611628188602369
504,938150,14210,12/3/16 17:50,Tweet by TrendingMzansi,TrendingMzansi,8.04612E+17,https://twitter.com/TrendingMzansi/status/804612266851061762
504,937505,14210,12/3/16 14:48,Tweet by Riskinfo,riskinfo,8.0461E+17,https://twitter.com/riskinfo/status/804609583725608960
504,937504,14210,12/3/16 14:48,Tweet by ZA News,ZABulletin,8.04611E+17,https://twitter.com/ZABulletin/status/804611170460168196
504,936803,14249,12/3/16 14:04,Tweet by Mynt Cafe,myntcampsbay,8.02232E+17,https://twitter.com/myntcampsbay/status/802231660783628288
504,936802,14249,12/3/16 14:04,Tweet by YOU Magazine,YouMagazine,8.0214E+17,https://twitter.com/YouMagazine/status/802139621345886208
504,936801,14249,12/3/16 14:03,Retweet by wilma miles,miles_wilma,8.0214E+17,https://twitter.com/miles_wilma/status/802139889684934656
504,936800,14249,12/3/16 14:03,Tweet by wilma miles,miles_wilma,8.0214E+17,https://twitter.com/miles_wilma/status/802140049353670656
504,936799,14249,12/3/16 14:03,Is raw sewage being dumped into the sea in Cape Town? | YOU,,,
504,936666,14212,12/3/16 11:23,Tweet by Neeta Makan,Neeta2211,8.05077E+17,https://twitter.com/Neeta2211/status/805076813399683072
504,935087,14210,12/3/16 5:59,Tweet by Johannesburg Journal,joburgjournal,8.04671E+17,https://twitter.com/joburgjournal/status/804671491023376384
504,935086,14212,12/3/16 5:58,Tweet by Katrina Yellow,katrinayellow,8.04435E+17,https://twitter.com/katrinayellow/status/804434550797451264
504,933842,14219,12/3/16 1:47,Water Watch SA | Facebook,,,
504,933810,14218,12/3/16 1:40,Water Watch SA - The Idyllic beauty of Clifton Beach lulls... | Facebook,,,
504,933741,14217,12/3/16 1:39,Water Watch SA - PINPOINTING THE PROBLEM: The red pin... | Facebook,,,
504,933740,14216,12/3/16 1:38,Water Watch SA meets with the City of Cape Town,,,
504,933739,14215,12/3/16 1:33,Retweet by Chris Roper,ChrisRoper,8.03563E+17,https://twitter.com/ChrisRoper/status/803563333202874368
504,933738,14215,12/3/16 1:33,Retweet by Michael Salzwedel,saltwag,8.03573E+17,https://twitter.com/saltwag/status/803573193588047873
